id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,keeperId,firstName,lastName,fullName,teamColor,matchRound,teamName,h_a,source_file
2795243587,AttemptSaved,4409,389888,Gabriel Costa,86.24558823480001,31.94125,50,,False,True,103.103448276,34.305,33.00875,1.4254736772,0.0374386347830295,0.0993081703782081,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 1.26223544973545, 'y': 0.3771094384126984, 'zoomRatio': 1}",False,False,206758.0,Gabriel,Costa,Gabriel Costa,#b8a77a,1,Universitario de Deportes,h,universitario-de-deportes-vs-river-plate.csv
2795249011,Miss,4409,1133998,Alex Valera,61.4466666666,32.39875,66,,False,False,,,27.110238095,6.635448288800001,0.0202351361513137,0.0,LeftFoot,FastBreak,SecondHalf,False,"{'x': 1.703205259634903, 'y': 0.6772486772486772, 'zoomRatio': 0.38580663861415876}",False,False,,Alex,Valera,Alex Valera,#b8a77a,1,Universitario de Deportes,h,universitario-de-deportes-vs-river-plate.csv
2795251073,Post,10076,469616,Maximiliano Meza,77.9800970888,37.708,71,,False,False,,,37.708,0.5714736814000001,0.0171360000967979,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.019047619047619535, 'y': 0.15118351359788362, 'zoomRatio': 1}",False,False,,Maximiliano,Meza,Maximiliano Meza,#D01028,1,River Plate,a,universitario-de-deportes-vs-river-plate.csv
2795255983,AttemptSaved,10076,638771,Lucas Martinez Quarta,93.6,30.292,83,,False,True,103.103448276,34.305,31.63625,1.6245263078,0.0271102841943502,0.3067291676998138,Header,SetPiece,SecondHalf,False,"{'x': 1.6253306878306886, 'y': 0.42976886449735446, 'zoomRatio': 1}",False,True,343431.0,Lucas Martinez,Quarta,Lucas Martinez Quarta,#D01028,1,River Plate,a,universitario-de-deportes-vs-river-plate.csv
2795256679,AttemptSaved,4409,1133998,Alex Valera,92.9,35.9825,85,,True,True,94.0,35.525000000000006,30.645,1.219999994,0.0294611118733882,0.0,Header,RegularPlay,SecondHalf,False,"{'x': 1.8875661375661386, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Alex,Valera,Alex Valera,#b8a77a,1,Universitario de Deportes,h,universitario-de-deportes-vs-river-plate.csv
2795256747,AttemptSaved,4409,1133998,Alex Valera,101.1120689658,40.721666667,85,,False,True,101.9655172416,39.124761906,35.6775,1.1365263102,0.14616759121418,0.2172295153141021,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.5562169312169307, 'y': 0.30066833603174603, 'zoomRatio': 1}",False,True,206758.0,Alex,Valera,Alex Valera,#b8a77a,1,Universitario de Deportes,h,universitario-de-deportes-vs-river-plate.csv
2798693969,Miss,6619,163766,Dario Benedetto,81.471359224,30.316,3,,False,False,,,47.6440764301,2.467,0.0503833852708339,0.0,LeftFoot,FastBreak,FirstHalf,False,"{'x': 1.1102230246251565e-16, 'y': 0.18081106571329272, 'zoomRatio': 0.27704330295753815}",False,False,,Dario,Benedetto,Dario Benedetto,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798694719,AttemptSaved,10079,615987,Braian Romero,84.9573529404,49.1854777047,6,,False,True,103.577586207,34.68625,32.70374999999999,0.0385263156,0.0263296216726303,0.0213276203721761,RightFoot,FastBreak,FirstHalf,False,"{'x': 1.3429232804232825, 'y': 0.010192146984126984, 'zoomRatio': 1}",False,False,860893.0,Braian,Romero,Braian Romero,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798695683,Miss,6619,1353443,Alex Franco,82.8228155344,34.22875,10,,False,False,86.78235294080001,32.779999999999994,26.574375,1.1622105206000002,0.0154578983783721,0.0,RightFoot,FromCorner,FirstHalf,False,"{'x': 2, 'y': 0.15651349490446945, 'zoomRatio': 0.5090480599276158}",False,False,,Alex,Franco,Alex Franco,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798695707,Miss,6619,1200656,Javier Dominguez,64.57815534400001,33.161249999999995,11,,False,False,,,17.6935031865,0.4430526294,0.0062803663313388,0.0,RightFoot,FromCorner,FirstHalf,False,"{'x': 2, 'y': 0.027170313431956805, 'zoomRatio': 0.23180944645759669}",False,False,,Javier,Dominguez,Javier Dominguez,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798696171,AttemptSaved,6619,1200656,Javier Dominguez,98.0526315785,25.3025,13,,False,True,104.3362068966,32.3225,30.72125,0.3659999982,0.1243293955922126,0.6548482775688171,RightFoot,ThrowInSetPiece,FirstHalf,False,"{'x': 1.8673941798941804, 'y': 0.09682539634920634, 'zoomRatio': 1}",False,True,886331.0,Javier,Dominguez,Javier Dominguez,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798696357,AttemptSaved,6619,1353443,Alex Franco,80.23252427279999,48.2746496788,13,,True,True,91.0,42.4084375,33.61875,1.219999994,0.0164071880280971,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.1008597883597888, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Alex,Franco,Alex Franco,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798696373,AttemptSaved,6619,292481,Richard Ortiz,77.3043689336,32.0175,14,,False,True,102.9137931036,33.8475,36.66875,1.2585263096,0.0215282011777162,0.1110858023166656,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.29398148148148073, 'y': 0.3329434681481482, 'zoomRatio': 1}",False,False,886331.0,Richard,Ortiz,Richard Ortiz,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798696537,Miss,6619,1353443,Alex Franco,82.03446602,23.718980896300003,14,,False,False,92.3,31.4075,45.4020382125,1.6951578864,0.0174883157014846,0.0,RightFoot,FromCorner,FirstHalf,False,"{'x': 1.1102230246251565e-16, 'y': 0.14867147915199985, 'zoomRatio': 0.33151967477674327}",False,False,,Alex,Franco,Alex Franco,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798696611,AttemptSaved,6619,1350567,Orlando Barreto,82.37233009760001,34.533750000000005,14,,True,True,84.3995145632,34.533750000000005,34.7625,1.219999994,0.0167539156973361,0.0,LeftFoot,FromCorner,FirstHalf,False,"{'x': 0.7982804232804226, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,886331.0,Orlando,Barreto,Orlando Barreto,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798696747,AttemptSaved,6619,1350567,Orlando Barreto,94.7719298231,31.63625,15,,True,True,96.2192982446,31.63625,31.78875,1.219999994,0.0270215272903442,0.0,Header,FromCorner,FirstHalf,False,"{'x': 1.5849867724867723, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Orlando,Barreto,Orlando Barreto,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798697457,AttemptSaved,10079,360799,Claudio Baeza,81.1334951464,39.040714287,17,,True,True,84.62475728160001,38.368333335,34.915000000000006,1.219999994,0.0176977943629026,0.0,RightFoot,IndividualPlay,FirstHalf,False,"{'x': 0.7579365079365064, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Claudio,Baeza,Claudio Baeza,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798697955,AttemptSaved,6619,163766,Dario Benedetto,93.9,29.21142857,20,,False,True,103.2931034484,33.161249999999995,30.87375,0.3659999982,0.2528993487358093,0.8254026174545288,RightFoot,FastBreak,FirstHalf,False,"{'x': 1.8270502645502642, 'y': 0.09682539634920634, 'zoomRatio': 1}",False,True,886331.0,Dario,Benedetto,Dario Benedetto,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798699223,Goal,10079,615987,Braian Romero,96.4122807008,37.05,25,,False,True,,,31.1025,1.1365263102,0.1340149492025375,0.6707489490509033,Header,RegularPlay,FirstHalf,False,"{'x': 1.7665343915343916, 'y': 0.30066833603174603, 'zoomRatio': 1}",False,True,860893.0,Braian,Romero,Braian Romero,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798700615,AttemptSaved,6619,163766,Dario Benedetto,97.0877192975,38.368333335,31,,False,True,103.8620689656,34.838750000000005,36.97375,1.8685263066,0.0554848685860633,0.6329751014709473,Header,RegularPlay,FirstHalf,False,"{'x': 0.21329365079365015, 'y': 0.49431912873015876, 'zoomRatio': 1}",False,True,886331.0,Dario,Benedetto,Dario Benedetto,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798702411,Miss,10079,1618860,Maher Carrizo,82.4849514568,31.02625,39,,False,False,,,39.292857144,6.7571034616,0.0266139265149831,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.4695093067597601, 'y': 0.6772486772486772, 'zoomRatio': 0.3788605597869332}",False,False,,Maher,Carrizo,Maher Carrizo,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798702699,AttemptSaved,6619,1033290,Facundo Zabala,96.605263157,48.4147770674,40,,False,True,103.4827586208,36.51625,34.4575,2.0739999898,0.0194121077656745,0.0740521326661109,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.8789682539682532, 'y': 0.5486772459788359, 'zoomRatio': 1}",False,True,886331.0,Facundo,Zabala,Facundo Zabala,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798703523,Miss,6619,163766,Dario Benedetto,94.0964912264,29.967857141,43,,False,False,,,39.460952382,1.9648420956,0.0300814732909202,0.0,Header,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.3597984304123166, 'zoomRatio': 0.6921869548724447}",False,True,,Dario,Benedetto,Dario Benedetto,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798703959,Miss,6619,1315121,Ivan Leguizamon,93.2,45.5421656011,45,0.0,False,False,,,39.292857144,0.1797894728,0.026327634230256,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1.1102230246251565e-16, 'y': 0.033968321439359093, 'zoomRatio': 0.7141700403316238}",False,True,886331.0,Ivan,Leguizamon,Ivan Leguizamon,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798704533,Miss,6619,292481,Richard Ortiz,76.40339806,32.24625,45,2.0,False,False,,,28.118809523000003,2.3179999886000004,0.021293556317687,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.3941378871616509, 'zoomRatio': 0.6427270150121346}",False,False,,Richard,Ortiz,Richard Ortiz,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798705805,AttemptSaved,6619,1350567,Orlando Barreto,91.5,32.39875,47,,True,True,93.5,32.6275,34.0,1.219999994,0.011113871820271,0.0,Header,FromCorner,SecondHalf,False,"{'x': 1, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Orlando,Barreto,Orlando Barreto,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798705965,Goal,10079,615987,Braian Romero,94.0,34.0,49,,False,True,,,34.61,0.160526315,0.7884,0.7506350874900818,RightFoot,Penalty,SecondHalf,False,"{'x': 0.8386243386243388, 'y': 0.042467279100529096, 'zoomRatio': 1}",False,True,860893.0,Braian,Romero,Braian Romero,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798708239,Goal,10079,1618860,Maher Carrizo,87.7485294116,29.967857141,56,,False,True,,,34.99125,0.2439999988,0.4824027717113495,0.3770609498023987,LeftFoot,FastBreak,SecondHalf,False,"{'x': 0.73776455026455, 'y': 0.06455026423280423, 'zoomRatio': 1}",False,False,860893.0,Maher,Carrizo,Maher Carrizo,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798709425,AttemptSaved,6619,68552,Derlis Gonzalez,80.23252427279999,43.9307006322,60,,False,True,103.103448276,34.0,31.94125,1.5859999922,0.0155128268525004,0.0931483879685401,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.544642857142858, 'y': 0.4195767175132275, 'zoomRatio': 1}",False,False,886331.0,Derlis,Gonzalez,Derlis Gonzalez,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798709569,AttemptSaved,6619,182456,Lisandro Lopez,92.0,33.92375,61,,False,True,104.3362068966,32.9325,30.87375,1.7079999916000002,0.0130404643714427,0.2072773873805999,Header,FromCorner,SecondHalf,False,"{'x': 1.8270502645502642, 'y': 0.45185184962962965, 'zoomRatio': 1}",False,True,886331.0,Lisandro,Lopez,Lisandro Lopez,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798710665,AttemptSaved,6619,163766,Dario Benedetto,90.4,34.838750000000005,64,,False,True,103.6724137932,34.0,31.7125,0.0834736838,0.1149885356426239,0.416766345500946,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 1.6051587301587305, 'y': 0.02208298513227513, 'zoomRatio': 1}",False,True,886331.0,Dario,Benedetto,Dario Benedetto,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798712323,AttemptSaved,10079,615987,Braian Romero,96.0263157884,28.959285713000003,70,,False,True,105.0,32.779999999999994,33.77125,0.6099999970000001,0.0232046507298946,0.0229213386774063,Header,FromCorner,SecondHalf,False,"{'x': 1.0605158730158726, 'y': 0.16137566058201058, 'zoomRatio': 1}",False,True,860893.0,Braian,Romero,Braian Romero,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798712975,AttemptSaved,6619,163766,Dario Benedetto,81.80922330160001,46.1727388498,72,,False,True,103.2931034484,34.38125,31.63625,0.0385263156,0.0215096715837717,0.0539336949586868,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.6253306878306886, 'y': 0.010192146984126984, 'zoomRatio': 1}",False,False,886331.0,Dario,Benedetto,Dario Benedetto,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798713143,AttemptSaved,6619,1315121,Ivan Leguizamon,75.38980582720001,40.889761905,73,,True,True,87.963235294,38.78857143,35.75375,1.219999994,0.0153476484119892,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.5360449735449745, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Ivan,Leguizamon,Ivan Leguizamon,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798714327,Miss,10079,723682,Agustin Bouzat,59.2099999992,65.1795260647,77,,False,False,,,50.0963057306,0.8925263114,0.0055246567353606,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0, 'y': 0.055449140090776027, 'zoomRatio': 0.23483649374365478}",False,False,,Agustin,Bouzat,Agustin Bouzat,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798714983,AttemptSaved,10079,675102,Michael Santos,95.2543859636,29.21142857,79,,True,True,96.4122807008,29.967857141,34.38125,1.219999994,0.0947262495756149,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.8991402116402113, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Michael,Santos,Michael Santos,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798716685,Miss,6619,1666353,Hugo Benitez,77.9800970888,27.950714285,83,,False,False,,,32.39875,5.7925517344,0.0076731545850634,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.187213596730487, 'y': 0.6772486772486772, 'zoomRatio': 0.4419468512981988}",False,False,,Hugo,Benitez,Hugo Benitez,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798717437,AttemptSaved,10079,675102,Michael Santos,93.9,17.8336305751,85,,True,True,94.8684210512,19.445095544,36.05875,1.219999994,0.0175507757812738,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.455357142857142, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Michael,Santos,Michael Santos,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798718351,Miss,6619,943113,Rodney Redes,87.21176470559999,20.9164331243,88,,False,False,,,30.72125,5.5492413888000005,0.0317871905863285,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.400150028616665, 'y': 0.6772486772486772, 'zoomRatio': 0.46132431816118724}",False,False,,Rodney,Redes,Rodney Redes,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798718989,AttemptSaved,6619,68552,Derlis Gonzalez,79.66941747679999,34.38125,90,0.0,True,True,87.426470588,34.533750000000005,34.99125,1.219999994,0.0424259677529335,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.73776455026455, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Derlis,Gonzalez,Derlis Gonzalez,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798718999,Miss,6619,1033290,Facundo Zabala,84.62475728160001,42.5240625,90,0.0,False,False,,,37.12625,6.1488275976,0.0398581400513649,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.6556662804995415, 'y': 0.6772486772486772, 'zoomRatio': 0.41633953129523665}",False,False,,Facundo,Zabala,Facundo Zabala,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798719583,AttemptSaved,6619,1200656,Javier Dominguez,90.2,46.452993627000005,90,2.0,True,True,92.3,44.7714649638,34.533750000000005,1.219999994,0.0218494124710559,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.8587962962962951, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Javier,Dominguez,Javier Dominguez,#2e2e2e,2,Olimpia,h,olimpia-vs-velez-sarsfield.csv
2798719835,Goal,10079,288759,Francisco Pizzini,97.6666666661,37.27875,90,3.0,False,True,,,36.21125,1.7850526228,0.5110630989074707,0.8342717885971069,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.41501322751322767, 'y': 0.4722361435978836, 'zoomRatio': 1}",False,True,860893.0,Francisco,Pizzini,Francisco Pizzini,#0061A8,2,Vélez Sarsfield,a,olimpia-vs-velez-sarsfield.csv
2798937273,AttemptSaved,10080,1133119,Gaston Martirena,93.2,22.7380891761,1,,False,True,103.4827586208,31.1025,31.1025,0.1219999994,0.061914850026369,0.1762273460626602,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1.7665343915343916, 'y': 0.032275132116402115, 'zoomRatio': 1}",False,True,921718.0,Gaston,Martirena,Gaston Martirena,#2FB1E7,2,Racing Club,h,racing-club-vs-bucaramanga.csv
2798937559,AttemptSaved,10080,882933,Adrian Martinez,95.7368421041,44.1408917151,2,,False,True,100.6379310348,39.292857144,34.0,1.0979999946,0.128645583987236,0.1025808826088905,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1, 'y': 0.29047618904761907, 'zoomRatio': 1}",False,True,921718.0,Adrian,Martinez,Adrian Martinez,#2FB1E7,2,Racing Club,h,racing-club-vs-bucaramanga.csv
2798938185,Miss,10080,730647,Maximiliano Salas,87.21176470559999,22.1075159274,4,,False,False,,,40.217380953,4.5846896616,0.0441719330847263,0.0,LeftFoot,FastBreak,FirstHalf,False,"{'x': 0.08157076330857127, 'y': 0.6772486772486772, 'zoomRatio': 0.5583802152284811}",False,False,,Maximiliano,Salas,Maximiliano Salas,#2FB1E7,2,Racing Club,h,racing-club-vs-bucaramanga.csv
2798938965,AttemptSaved,4401,615929,Fabian Sambueza,76.1781553416,31.559999999999995,7,,False,True,101.5862068968,32.9325,34.07625,0.6934736808,0.0279190801084041,0.0110508054494857,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.9798280423280419, 'y': 0.18345864571428572, 'zoomRatio': 1}",False,False,210706.0,Fabian,Sambueza,Fabian Sambueza,#d7a100,2,Atlético Bucaramanga,a,racing-club-vs-bucaramanga.csv
2798938977,Miss,4401,615929,Fabian Sambueza,86.99705882319999,33.61875,7,,False,False,,,30.316,5.305931043199999,0.0143858231604099,0.0,Header,RegularPlay,FirstHalf,False,"{'x': 1.4702255092782743, 'y': 0.6772486772486772, 'zoomRatio': 0.48247894274480957}",False,False,,Fabian,Sambueza,Fabian Sambueza,#d7a100,2,Atlético Bucaramanga,a,racing-club-vs-bucaramanga.csv
2798940411,Miss,4401,802799,Kevin Londono,80.79563106879999,54.684739328700005,12,,False,False,,,41.31,0.2696842092,0.0255047678947448,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.036892504678522564, 'zoomRatio': 0.5170998632010942}",False,False,,Kevin,Londono,Kevin Londono,#d7a100,2,Atlético Bucaramanga,a,racing-club-vs-bucaramanga.csv
2798941863,Miss,10080,1133119,Gaston Martirena,79.21893204,20.4259872642,16,,False,False,,,34.61,6.3921379432,0.0063941683620214,0.0,RightFoot,FromCorner,FirstHalf,False,"{'x': 0.9353703413798862, 'y': 0.6772486772486772, 'zoomRatio': 0.40049198292464033}",False,False,,Gaston,Martirena,Gaston Martirena,#2FB1E7,2,Racing Club,h,racing-club-vs-bucaramanga.csv
2798943257,Miss,4401,802799,Kevin Londono,83.49854368960001,23.9992356735,21,,False,False,,,57.1116587614,0.5329473658000001,0.0339111983776092,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.02305967612718926, 'zoomRatio': 0.16355381666993013}",False,False,,Kevin,Londono,Kevin Londono,#d7a100,2,Atlético Bucaramanga,a,racing-club-vs-bucaramanga.csv
2798944217,AttemptSaved,10080,958860,Santiago Sosa,77.9800970888,51.1472611451,24,,True,True,86.4602941172,46.0326114612,33.466249999999995,1.219999994,0.0101822558790445,0.0,RightFoot,IndividualPlay,FirstHalf,False,"{'x': 1.141203703703705, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Santiago,Sosa,Santiago Sosa,#2FB1E7,2,Racing Club,h,racing-club-vs-bucaramanga.csv
2798944353,AttemptSaved,10080,730647,Maximiliano Salas,102.5344827588,40.553571429,25,,False,True,104.051724138,37.2025,35.3725,1.9519999904,0.0944113954901695,0.4868936538696289,Header,FromCorner,FirstHalf,False,"{'x': 0.6369047619047613, 'y': 0.5164021138624338, 'zoomRatio': 1}",False,True,921718.0,Maximiliano,Salas,Maximiliano Salas,#2FB1E7,2,Racing Club,h,racing-club-vs-bucaramanga.csv
2798945687,AttemptSaved,4401,922695,Frank Castaneda,80.79563106879999,26.4009375,30,,False,True,98.535087719,30.56875,36.36375,0.2054736832,0.0465201213955879,0.3293549418449402,RightFoot,FastBreak,FirstHalf,False,"{'x': 0.37466931216931143, 'y': 0.05435811724867726, 'zoomRatio': 1}",False,False,210706.0,Frank,Castaneda,Frank Castaneda,#d7a100,2,Atlético Bucaramanga,a,racing-club-vs-bucaramanga.csv
