id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,keeperId,firstName,lastName,fullName,teamColor,teamName
2795424963,AttemptSaved,1848,922898,Jesus Pretel,86.0308823524,31.1025,6,,True,True,88.39264705880001,31.4075,33.5425,1.2199999940000001,0.03297567367553711,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1.121031746031747, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Jesus,Pretel,Jesus Pretel,#72AECF,Sporting Cristal
2795425397,Miss,10283,1139168,Facundo Torres,80.5703883504,46.312866238400005,8,,False,False,,,35.75375,5.0626206976,0.036249931901693344,0.0,LeftFoot,FastBreak,FirstHalf,False,"{'x': 0.765393273825961, 'y': 0.6772486772486772, 'zoomRatio': 0.5056669564863117}",False,False,,Facundo,Torres,Facundo Torres,#006838,Palmeiras
2795427207,AttemptSaved,10283,230190,Felipe Anderson,81.35873786479999,22.738089176099997,15,,True,True,94.09649122639999,28.539047618000005,32.551249999999996,1.2199999940000001,0.005765235051512718,0.0,RightFoot,FromCorner,FirstHalf,False,"{'x': 1.3832671957671967, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Felipe,Anderson,Felipe Anderson,#006838,Palmeiras
2795427223,Miss,10283,274392,Gustavo Gomez,91.5,36.36375,15,,False,False,95.640350876,38.956666668,47.6440764301,0.7127368386,0.052483461797237396,0.0,RightFoot,FromCorner,FirstHalf,False,"{'x': 1.1102230246251565e-16, 'y': 0.05223782219715814, 'zoomRatio': 0.27704330295753815}",False,True,,Gustavo,Gomez,Gustavo Gomez,#006838,Palmeiras
2795427779,AttemptSaved,1848,892828,Santiago Gonzalez,87.31911764680001,43.860636937900004,18,,False,True,103.9568965518,34.99125,33.2375,2.0290526216,0.08676043897867203,0.14030252397060394,RightFoot,FreeKick,FirstHalf,False,"{'x': 1.2017195767195774, 'y': 0.5367864078306878, 'zoomRatio': 1}",False,False,267826.0,Santiago,Gonzalez,Santiago Gonzalez,#72AECF,Sporting Cristal
2795428209,Miss,1848,581722,Leandro Sosa,95.54385964789999,33.61875,19,,False,False,96.0263157884,32.6275,1.9021800959,1.5153684136,0.05290226638317108,0.0,Header,ThrowInSetPiece,FirstHalf,False,"{'x': 2, 'y': 0.04721094510865626, 'zoomRatio': 0.11776500744579113}",False,True,,Leandro,Sosa,Leandro Sosa,#72AECF,Sporting Cristal
2795429289,AttemptSaved,1848,581722,Leandro Sosa,72.9121359248,24.699872616500002,24,,True,True,90.1,30.291999999999998,36.135000000000005,1.2199999940000001,0.013146988116204739,0.0,RightFoot,FromCorner,FirstHalf,False,"{'x': 0.4351851851851839, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Leandro,Sosa,Leandro Sosa,#72AECF,Sporting Cristal
2795429447,AttemptSaved,1848,840182,Gianfranco Chavez,100.25862069,34.0,25,,False,True,104.1465517242,33.8475,33.466249999999995,0.3659999982,0.3895851671695709,0.24736198782920837,Header,FromCorner,FirstHalf,False,"{'x': 1.141203703703705, 'y': 0.09682539634920634, 'zoomRatio': 1}",False,True,267826.0,Gianfranco,Chavez,Gianfranco Chavez,#72AECF,Sporting Cristal
2795430847,Miss,10283,1580774,Estevao,102.3448275864,32.09375,32,,False,False,,,40.049285714999996,0.44305262940000006,0.6953161954879761,0.0,Header,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.07324048660842603, 'zoomRatio': 0.6248671625192037}",False,True,,,Estevao,Estevao,#006838,Palmeiras
2795431901,AttemptSaved,10283,452269,Lucas Evangelista,95.35087719170001,31.4075,37,,False,True,103.577586207,32.474999999999994,32.474999999999994,1.0979999946,0.17758943140506744,0.1611628383398056,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1.4034391534391548, 'y': 0.29047618904761907, 'zoomRatio': 1}",False,True,1432728.0,Lucas,Evangelista,Lucas Evangelista,#006838,Palmeiras
2795432115,AttemptSaved,10283,1139168,Facundo Torres,96.79824561320001,36.5925,38,,False,True,102.3448275864,34.533750000000005,32.9325,0.3274736826,0.12749476730823517,0.19051218032836914,LeftFoot,ThrowInSetPiece,FirstHalf,False,"{'x': 1.282407407407408, 'y': 0.08663324936507935, 'zoomRatio': 1}",False,True,1432728.0,Facundo,Torres,Facundo Torres,#006838,Palmeiras
2795432121,Goal,10283,1580774,Estevao,102.25000000019999,30.797499999999996,38,,False,True,,,31.254999999999995,0.3274736826,0.7393556833267212,0.9909940361976624,LeftFoot,ThrowInSetPiece,FirstHalf,False,"{'x': 1.7261904761904774, 'y': 0.08663324936507935, 'zoomRatio': 1}",False,True,1432728.0,,Estevao,Estevao,#006838,Palmeiras
2795432597,AttemptSaved,10283,1580774,Estevao,85.3867647052,30.232,40,,True,True,89.8,30.416249999999994,33.2375,1.2199999940000001,0.05981453135609627,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1.2017195767195774, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,,Estevao,Estevao,#006838,Palmeiras
2795433337,AttemptSaved,1848,834703,Martin Tavara,81.471359224,15.801783440399998,43,,False,True,103.9568965518,32.9325,32.09375,0.9374736796,0.03176893666386604,0.04359757527709007,LeftFoot,FreeKick,FirstHalf,False,"{'x': 1.5042989417989419, 'y': 0.24800890994708993, 'zoomRatio': 1}",False,False,267826.0,Martin,Tavara,Martin Tavara,#72AECF,Sporting Cristal
2795434313,AttemptSaved,1848,892828,Santiago Gonzalez,79.3315533992,17.0629299378,45,2.0,False,True,103.4827586208,33.00875,35.448750000000004,1.4254736772,0.014265919104218483,0.04163740202784538,RightFoot,SetPiece,FirstHalf,False,"{'x': 0.6167328042328032, 'y': 0.3771094384126984, 'zoomRatio': 1}",False,False,267826.0,Santiago,Gonzalez,Santiago Gonzalez,#72AECF,Sporting Cristal
2795436047,AttemptSaved,10283,230190,Felipe Anderson,93.0,42.46625,47,,False,True,103.9568965518,35.525000000000006,36.05875,1.4639999928,0.06482216715812683,0.22179828584194183,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.455357142857142, 'y': 0.38730158539682535, 'zoomRatio': 1}",False,True,1432728.0,Felipe,Anderson,Felipe Anderson,#006838,Palmeiras
2795437007,Miss,10283,1339347,Vitor Roque,93.6,34.838750000000005,52,,False,False,,,33.161249999999995,5.5492413888000005,0.030069610103964806,0.0,Header,RegularPlay,SecondHalf,False,"{'x': 1.1023639608089149, 'y': 0.6772486772486772, 'zoomRatio': 0.46132431816118724}",False,True,,Vitor,Roque,Vitor Roque,#006838,Palmeiras
2795437161,Miss,10283,452269,Lucas Evangelista,74.714077672,34.4575,52,,False,False,,,35.75375,4.2197241432000006,0.020529504865407944,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.7185302101705251, 'y': 0.6772486772486772, 'zoomRatio': 0.6066747287557619}",False,False,,Lucas,Evangelista,Lucas Evangelista,#006838,Palmeiras
2795437451,Miss,10283,452269,Lucas Evangelista,94.09649122639999,39.040714287,53,,False,False,,,30.873749999999998,4.8280000072,0.27817729115486145,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.4385353508888197, 'y': 0.6772486772486772, 'zoomRatio': 0.5302402643293849}",False,True,,Lucas,Evangelista,Lucas Evangelista,#006838,Palmeiras
2795437591,AttemptSaved,10283,1137909,Emiliano Martinez,90.6,34.0,54,,False,True,103.103448276,33.161249999999995,34.838750000000005,0.9374736796,0.15669849514961243,0.18781311810016632,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.7781084656084645, 'y': 0.24800890994708993, 'zoomRatio': 1}",False,True,1432728.0,Emiliano,Martinez,Emiliano Martinez,#006838,Palmeiras
2795438013,AttemptSaved,10283,1580774,Estevao,91.1,18.1138853523,56,,True,True,93.6,20.9164331243,34.22875,1.2199999940000001,0.028143804520368576,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.9394841269841275, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,,Estevao,Estevao,#006838,Palmeiras
2795438901,Miss,1848,1418741,Catriel Cabellos,97.0877192975,40.049285714999996,60,,False,False,,,43.3701910778,2.2281052522,0.04108856990933418,0.0,Header,RegularPlay,SecondHalf,False,"{'x': 0, 'y': 0.23778653324144702, 'zoomRatio': 0.4034069282701858}",False,True,,Catriel,Cabellos,Catriel Cabellos,#72AECF,Sporting Cristal
2795439273,AttemptSaved,1848,1418741,Catriel Cabellos,95.2543859636,22.247643316,62,,True,True,102.25000000019999,32.6275,37.27875,1.2199999940000001,0.027417808771133423,0.0,LeftFoot,SetPiece,SecondHalf,False,"{'x': 0.13260582010581956, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Catriel,Cabellos,Catriel Cabellos,#72AECF,Sporting Cristal
2795440397,Goal,1848,922898,Jesus Pretel,77.9800970888,40.889761905,67,,False,True,,,36.97375,1.2199999940000001,0.021562740206718445,0.17948612570762634,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.21329365079365015, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,267826.0,Jesus,Pretel,Jesus Pretel,#72AECF,Sporting Cristal
2795441343,Miss,10283,861661,Joaquin Piquerez,75.5024271864,39.713095239,72,,False,False,,,36.8975,5.427586216,0.00856624823063612,0.0,LeftFoot,SetPiece,SecondHalf,False,"{'x': 0.6384529025917103, 'y': 0.6772486772486772, 'zoomRatio': 0.4716645481288473}",False,False,,Joaquin,Piquerez,Joaquin Piquerez,#006838,Palmeiras
