id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,keeperId,firstName,lastName,fullName,teamColor,teamName
2795423569,AttemptSaved,213596,1607569,Matias Perello,93.8,28.286904761,1,,False,True,103.19827586219999,33.161249999999995,32.70374999999999,2.1125263054,0.040999364107847214,0.1245807483792305,Header,RegularPlay,FirstHalf,False,"{'x': 1.3429232804232825, 'y': 0.5588693929629629, 'zoomRatio': 1}",False,True,1614051.0,Matias,Perello,Matias Perello,#000000,Central Córdoba (Santiago del Estero)
2795425739,AttemptSaved,6721,1320444,Alex Arce,92.6,41.772499999999994,9,,False,True,102.3448275864,35.6775,30.873749999999998,0.1219999994,0.12472796440124512,0.40634605288505554,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.8270502645502642, 'y': 0.032275132116402115, 'zoomRatio': 1}",False,True,246172.0,Alex,Arce,Alex Arce,#00337b,LDU Quito
2795426143,Miss,6721,1320444,Alex Arce,92.9,37.94809524,10,,False,False,,,27.698571428000005,1.9648420956000001,0.024027585983276367,0.0,Header,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.3118089926989976, 'zoomRatio': 0.5998639763681837}",False,True,,Alex,Arce,Alex Arce,#00337b,LDU Quito
2795427367,Miss,213596,684991,Braian Cufré,83.0480582528,45.1217834353,15,,False,False,,,38.78857143,4.341379316,0.030594412237405777,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.2529900221051532, 'y': 0.6772486772486772, 'zoomRatio': 0.5896743439499079}",False,False,,Braian,Cufré,Braian Cufré,#000000,Central Córdoba (Santiago del Estero)
2795427569,Miss,6721,1320444,Alex Arce,89.9,38.116190478,16,,False,False,,,41.888125,0.8925263114,0.014102437533438206,0.0,Header,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.11314809430631485, 'zoomRatio': 0.47920133111480856}",False,True,,Alex,Arce,Alex Arce,#00337b,LDU Quito
2795428701,AttemptSaved,213596,1129078,Jose Florentin,72.9121359248,37.708,22,,True,True,82.03446602,37.05,34.38125,1.2199999940000001,0.011821990832686424,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.8991402116402113, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Jose,Florentin,Jose Florentin,#000000,Central Córdoba (Santiago del Estero)
2795428785,AttemptSaved,213596,770895,Ivan Gomez,72.9121359248,24.699872616500002,22,,False,True,103.8620689656,33.31375,32.70374999999999,1.1365263102,0.013946768827736378,0.027723034843802452,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.3429232804232825, 'y': 0.30066833603174603, 'zoomRatio': 1}",False,False,1614051.0,Ivan,Gomez,Ivan Gomez,#000000,Central Córdoba (Santiago del Estero)
2795429627,Miss,213596,1292829,Luis Miguel Angulo,80.345145632,40.721666666999994,26,,False,False,,,41.483437499999994,0.44305262940000006,0.024907348677515984,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.05920442702969063, 'zoomRatio': 0.5051154633148207}",False,False,,Luis Miguel,Angulo,Luis Miguel Angulo,#000000,Central Córdoba (Santiago del Estero)
2795429745,AttemptSaved,213596,809620,Leonardo Heredia,93.9,30.797499999999996,27,,True,True,96.0263157884,30.95,35.143750000000004,1.2199999940000001,0.14320145547389984,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.6974206349206338, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Leonardo,Heredia,Leonardo Heredia,#000000,Central Córdoba (Santiago del Estero)
2795429977,Miss,213596,942984,Lucas Abascia,98.92105263139999,31.254999999999995,28,,False,False,,,32.24625,3.6201379344000006,0.1545441746711731,0.0,Header,FromCorner,FirstHalf,False,"{'x': 1.3280882909014675, 'y': 0.6772486772486772, 'zoomRatio': 0.7071553753998859}",False,True,,Lucas,Abascia,Lucas Abascia,#000000,Central Córdoba (Santiago del Estero)
2795430635,Miss,213596,1649321,Lautaro Rivero,100.732758621,42.46625,31,,False,False,99.01754385950001,0.0,28.707142856,0.7127368386,0.03659708797931671,0.0,Header,SetPiece,FirstHalf,False,"{'x': 2, 'y': 0.1346601314203164, 'zoomRatio': 0.7141700403316238}",False,True,,Lautaro,Rivero,Lautaro Rivero,#000000,Central Córdoba (Santiago del Estero)
2795432133,Miss,6721,651387,Lisandro Alzugaray,93.2,29.211428570000002,38,,False,False,,,40.46952381,5.305931043199999,0.1505642980337143,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.17423042118752075, 'y': 0.6772486772486772, 'zoomRatio': 0.48247894274480957}",False,True,,Lisandro,Alzugaray,Lisandro Alzugaray,#00337b,LDU Quito
2795436489,Miss,213596,809620,Leonardo Heredia,96.7017543851,30.232,48,,False,False,98.14912280659999,37.696,43.5103184664,0.3595789456,0.1707192063331604,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0, 'y': 0.03780934853763247, 'zoomRatio': 0.39746303063927435}",False,True,,Leonardo,Heredia,Leonardo Heredia,#000000,Central Córdoba (Santiago del Estero)
2795436491,AttemptSaved,213596,770895,Ivan Gomez,94.2894736826,36.51625,48,,True,True,96.0263157884,36.21125,34.533750000000005,1.2199999940000001,0.09370668977499008,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.8587962962962951, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Ivan,Gomez,Ivan Gomez,#000000,Central Córdoba (Santiago del Estero)
2795436919,AttemptSaved,6721,654892,Jose Quinteros,79.1063106808,17.9737579637,50,,False,True,102.3448275864,30.328,32.09375,0.160526315,0.01547947432845831,0.054428428411483765,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.5042989417989419, 'y': 0.042467279100529096, 'zoomRatio': 1}",False,False,246172.0,Jose,Quinteros,Jose Quinteros,#00337b,LDU Quito
2795438619,AttemptSaved,213596,809620,Leonardo Heredia,94.09649122639999,39.713095239,57,,False,True,98.14912280659999,37.672,35.525000000000006,0.8154736802,0.12270853668451309,0.2975022494792938,LeftFoot,FastBreak,SecondHalf,False,"{'x': 0.5965608465608451, 'y': 0.2157337778306878, 'zoomRatio': 1}",False,True,1614051.0,Leonardo,Heredia,Leonardo Heredia,#000000,Central Córdoba (Santiago del Estero)
2795438991,AttemptSaved,213596,1129078,Jose Florentin,94.9649122793,30.256,59,,False,True,104.3362068966,31.254999999999995,36.36375,0.3659999982,0.03597843274474144,0.6190695762634277,Header,FromCorner,SecondHalf,False,"{'x': 0.37466931216931143, 'y': 0.09682539634920634, 'zoomRatio': 1}",False,True,1614051.0,Jose,Florentin,Jose Florentin,#000000,Central Córdoba (Santiago del Estero)
2795439357,AttemptSaved,213596,1292829,Luis Miguel Angulo,93.7,42.1771875,61,,False,True,104.1465517242,32.6275,31.865,1.2199999940000001,0.2083020806312561,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 1.5648148148148162, 'y': 0.32275132116402117, 'zoomRatio': 1}",True,True,,Luis Miguel,Angulo,Luis Miguel Angulo,#000000,Central Córdoba (Santiago del Estero)
2795440591,Miss,213596,770895,Ivan Gomez,75.1645631088,43.860636937900004,67,,False,False,,,36.135000000000005,6.3921379432,0.010833583772182465,0.0,RightFoot,SetPiece,SecondHalf,False,"{'x': 0.7737961948296008, 'y': 0.6772486772486772, 'zoomRatio': 0.40049198292464033}",False,False,,Ivan,Gomez,Ivan Gomez,#000000,Central Córdoba (Santiago del Estero)
2795440729,AttemptSaved,213596,1292829,Luis Miguel Angulo,85.3867647052,33.466249999999995,68,,True,True,88.1779411764,33.695,35.448750000000004,1.2199999940000001,0.05760740116238594,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.6167328042328032, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Luis Miguel,Angulo,Luis Miguel Angulo,#000000,Central Córdoba (Santiago del Estero)
2795440769,Miss,213596,1129078,Jose Florentin,72.2364077696,39.713095239,68,,False,False,,,37.12625,3.9764137976,0.009297104552388191,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.46754820171719524, 'y': 0.6772486772486772, 'zoomRatio': 0.6437961767321879}",False,False,,Jose,Florentin,Jose Florentin,#000000,Central Córdoba (Santiago del Estero)
2795441679,AttemptSaved,213596,809620,Leonardo Heredia,94.4824561388,34.07625,72,,False,True,104.1465517242,33.8475,33.8475,1.9070526222000002,0.15745331346988678,0.07048386335372925,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.0403439153439162, 'y': 0.5045112757142857, 'zoomRatio': 1}",False,True,1614051.0,Leonardo,Heredia,Leonardo Heredia,#000000,Central Córdoba (Santiago del Estero)
